FAC1_1,FAC2_1,FAC3_1,FAC4_1,FAC5_1,FAC6_1,FAC7_1,FAC8_1,FAC9_1,FAC10_1,FAC11_1,FAC12_1,FAC13_1,FAC14_1,FAC15_1,FAC16_1,FAC17_1,FAC18_1,FAC19_1,y
0.373857332,-0.137073347,-1.269837819,0.394586628,-0.136241669,0.196789497,-0.047104633,0.011949582,-0.264808009,0.615152354,0.020956051,-0.168728995,-0.844752199,-0.295450097,-0.239627829,0.403744269,0.682743237,0.036309647,-0.775921878,0
-0.891962522,-0.262451809,-1.577944731,0.972671585,-0.167663248,0.110995078,-0.329455305,0.232707661,-0.657373819,-0.051677712,-0.374070071,-0.756073071,-0.061730026,-0.222668548,0.10023767,0.513331881,1.039551673,0.458044782,0.051522044,1
0.098342325,-0.878197473,-1.430700888,-0.217150508,-0.216208803,1.759383251,-0.388091749,-0.666432872,0.598458363,0.375467033,-1.197369939,-0.640707944,0.058730073,-0.039760993,-0.132385676,0.952614795,0.861130653,0.766443786,-1.456392353,1
-0.233762789,-1.245532077,0.90338121,0.051114044,-0.547515636,-0.786003294,-0.499484328,0.120296664,-0.378613868,1.04816986,-0.798787622,-0.543066879,-0.354524462,-0.518799699,-0.049620854,0.514271646,0.80915679,0.720755751,-0.211785507,0
-0.514626278,-0.72159608,-1.354881008,0.308943964,-0.228195396,-0.489905299,-0.409694405,-0.837034759,-0.218847411,0.241540943,0.245729337,-0.468689627,-0.241807758,-0.559503328,0.146899309,0.313720531,0.768878806,0.477744051,-0.080173644,0
-0.558775676,1.364360547,-0.534150446,0.305612826,0.108919386,0.569342819,-0.265807428,1.246334639,0.303070716,1.540035033,-0.186991831,1.232584531,-0.685622624,-0.1975867,-0.103725337,0.417475587,-2.437115033,-1.524496659,-0.100877304,0
0.349420183,0.36464844,-0.487347854,0.043014838,-0.207590687,-0.953790205,-0.523993494,-0.863284611,0.580374569,-0.081933692,0.308142757,0.903822595,-1.170390231,-0.42363461,-0.415422842,0.174528737,0.616428931,0.075600173,0.879088862,0
0.429817302,0.261140199,0.964456451,0.273433556,-0.341983228,-0.244863387,-0.304762179,1.25143903,-0.513452198,0.641802448,-0.371432299,-0.307000775,-0.289043654,-0.504629617,-0.276359102,-0.022398991,0.321897439,0.780612331,0.481087804,0
-0.722143476,0.383482864,1.027579075,1.440035959,-0.300068885,-0.715549179,-0.673579923,1.253951292,-0.49696844,0.658470741,-0.461504781,-0.427433892,0.933493104,-0.577579098,0.130084132,0.232656523,0.501630654,0.759664651,0.281069601,0
1.409342196,1.633508757,0.498849125,-0.145464022,1.521013978,-0.849079338,0.150413403,1.558008253,-0.919318096,-0.044937391,0.310311365,-0.248935308,-0.125649878,-0.048634423,-0.682480512,-0.074686592,1.567909257,-2.439145707,0.173124434,0
-0.42474126,-1.188360022,0.942584912,-0.547464194,-0.503874267,-1.004202025,-0.542105881,-0.995765299,-0.336572459,-0.074229819,-0.36469323,-0.458947342,-0.62282696,-0.819144491,-0.134543655,0.293029458,0.789950187,0.581954922,0.147304756,0
-0.307151974,-0.746519446,1.043557124,0.33380173,-0.396842034,-1.328072499,-0.615700993,0.06565554,-0.261577159,1.224748468,-0.135499481,-0.311721955,-0.484495397,-0.510654413,0.04552373,0.302810445,0.590168912,0.634971215,-0.08815098,1
-0.790055906,-0.309370425,0.830586299,-0.017217557,0.19963616,-0.76932159,0.999110509,0.656163816,0.861869372,-0.263087047,-0.749222654,-0.12378274,-0.829763167,-0.398189438,-0.3584133,0.322831917,1.116094152,0.275015173,-1.272982668,0
-1.042591301,-1.282305938,0.329249744,-0.245929075,-0.062576345,-0.107065736,-0.277781515,0.740917919,-0.704657623,-0.854516004,-0.715786264,6.136628173,-0.742370591,-0.871907286,-0.120200012,0.222591426,0.583217064,-1.006566927,0.167375374,0
-0.104230859,0.935438247,0.697801381,1.798495513,-0.44176711,-0.511698575,-0.780271458,1.073762563,-0.966197666,-1.019976859,-0.088675454,-0.399591421,-0.601488915,-0.619848365,7.295521319,0.331268696,0.691451009,-1.960341016,-1.110681926,0
-0.628400453,0.341332805,-1.51940427,1.269198896,-0.388438593,0.928769319,-0.526936263,-0.824179561,-0.756366013,-1.011770056,3.049333675,-0.886005755,-0.220250793,-0.51709892,-0.007654905,0.300531266,0.899566855,1.239156796,-0.103485718,1
-0.381765291,0.811245083,1.024032523,0.7692363,-0.445297911,0.996516154,-0.78583303,-0.985754287,-0.269781608,-0.77842427,-0.52872509,-0.603448783,0.645118458,-0.443460026,-0.186542862,0.510461046,0.766133397,0.608359289,2.332868286,0
-0.325715429,1.186549784,-1.471204472,1.507604034,-0.364903481,0.961728602,-0.24489652,-1.17097941,-1.046745993,-0.391381694,0.002410133,-0.869417135,0.042505458,-0.596879187,0.207320667,0.335439234,0.870908389,0.801251443,0.576611203,1
-0.082271966,0.665723998,-1.485718088,2.542058487,-0.19952999,0.735857198,-0.301571645,-0.607834959,-0.941615302,-1.15685887,0.398005997,-0.803276705,-0.785596406,-0.108339296,-0.019168226,0.586094304,1.063696787,0.054086035,-0.22564886,0
0.699052129,0.206619848,0.862534877,-0.85055061,0.52770501,1.524040603,0.803879689,-2.326248473,0.98647739,0.391619017,0.439967155,-0.254413054,-0.792276072,-0.288966439,0.167027135,0.302037714,1.492458384,-1.053540186,1.886174406,0
-0.681428829,0.694618466,-0.629323306,2.446290967,0.02588941,-0.686537249,-0.886967238,0.020261464,1.240372565,-0.67010297,0.301310928,0.783638992,-0.494725102,-0.473972957,0.024021788,0.418995379,0.847631746,-1.697531052,1.397722346,1
0.531834282,1.053029983,-0.005974865,0.044119072,-0.300560141,-1.118014033,-0.608613501,-0.727690735,0.871011182,-0.342110219,-0.773784071,1.225652335,-0.964443824,2.58003347,-0.511018412,0.783629364,0.813997594,0.606192158,-0.056403333,0
-0.04696256,2.679682598,1.021832364,-1.53387067,0.152214116,-1.224373244,-0.230503186,-3.04501752,-0.476292448,-1.181384502,-0.153398604,-0.783848489,0.93788244,1.690945969,-0.298790967,1.500915368,0.42291652,0.327424937,-3.103645776,0
0.356905168,-0.088514301,-0.822999843,-0.050254464,-0.225564892,0.646822842,0.744388286,0.78289955,1.533578819,0.01662836,-0.484385539,0.510379738,-0.842355659,0.879118116,-0.773445171,0.588506548,0.722306048,-0.556436254,0.307176872,1
0.609127545,-0.775185624,0.938000262,-1.233794774,-0.452111334,0.687443178,-0.616076105,-1.452251922,0.599433556,0.352021219,-0.88272042,-0.614846617,-0.84840624,-0.279082996,-0.253499914,1.018394671,0.833469611,0.302540429,0.559342048,1
-1.00230785,2.431609976,-0.325434315,-1.256055024,-0.241969543,0.642859969,-0.105177138,1.279350263,2.655925427,-0.134871938,-0.921034342,-0.4126433,-0.266978174,-0.724696134,-0.397671257,0.294952462,0.893838117,0.069092589,2.142737156,0
-1.372899828,0.758955555,-1.564775337,0.536896398,0.04959291,1.702002116,0.080517196,0.430222554,-1.274985359,0.335983022,-0.255347173,-0.528995834,1.112935448,-0.100324001,-0.022754097,-0.086260092,0.669751056,0.616453303,1.145195445,0
-0.69065248,2.354770239,-0.761283521,0.80465599,-0.21342056,-0.581867624,-0.886466333,-0.663875016,0.184129438,-0.330703793,0.600304832,0.122115526,-0.116408324,-0.895208752,0.389832163,0.37010141,-2.504947443,-0.469194037,0.352828851,0
2.050523543,0.034459219,0.63846299,1.238581064,0.529242511,-0.29645235,0.019206021,-0.530508965,-0.402430149,-1.787718056,0.027562665,-0.221597117,-0.447480239,0.032022172,-0.703827157,0.360538006,1.494717842,-1.985564992,-0.437364441,0
0.399166329,1.322261649,0.847487116,-2.131840266,0.333646324,-0.555186115,-0.26309741,-0.516776944,-0.225855697,-1.07964057,0.623103655,-0.499261694,-0.546208143,-1.088440085,0.692668586,-0.460339579,0.665760334,0.07030033,0.118849426,0
-0.493895689,-0.337943758,1.189217841,0.017854587,-0.27024131,0.008129336,-0.747413726,-1.533907208,0.086463414,0.353315558,-0.033278679,-0.137669255,-0.75273302,0.856574382,0.040300864,0.865218333,-2.470007806,-0.526766369,0.142594963,0
-0.285252975,0.089767657,-0.63121135,0.213943783,-0.141957381,1.540884332,-0.354752945,0.249293308,-0.420438631,0.514277697,-1.082717076,2.410435332,1.182822384,-0.061565728,0.015300941,1.008677243,0.706883231,0.45703171,-1.402057821,0
1.771999509,-0.64580243,-0.792790553,-0.439288907,-0.369387418,0.619725629,0.236589156,0.525547124,-0.019323507,-0.388513332,0.283479156,1.361961196,-0.044795864,0.969659096,-0.217429199,0.422022022,-0.399889314,0.199447845,-0.091677382,0
-0.158465759,1.388627499,1.016672257,-0.774398931,-0.249973788,-0.929217559,-0.074340695,0.545106795,-0.611453516,-0.219036419,0.563041594,-0.41356,-1.091423186,0.421226443,-0.189184585,1.068426949,-1.25991131,0.053836555,-1.638835842,1
0.096868672,-0.994782601,-1.42466546,-0.245432618,-0.146848743,0.721026556,0.151583764,-0.083360622,-0.423474695,0.001105537,0.874838675,-0.119627027,-0.579953741,-0.148726936,-0.184762795,0.699089538,-1.706339564,-1.363803992,0.770682458,0
-1.219227208,1.540399813,0.993025266,0.640236096,0.028544526,2.316429347,-0.154678562,-0.071277553,-0.902061904,-0.191258813,5.001999579,-0.039222139,-0.191197333,-1.241257432,0.234878745,0.123686954,-1.409275947,1.003813139,-0.44175115,0
-1.010183976,0.342451071,0.727543663,-0.7184876,-0.324883404,-0.073819938,1.782612555,0.29194598,1.147882116,-1.169213473,-0.543980052,-0.674315922,-0.261863976,-0.787115064,0.085070782,0.674522134,1.24361121,0.383332121,-0.083153776,0
1.01227027,-1.339977655,-1.598907836,-0.57314411,-0.352799349,0.06428619,0.27442759,1.009894196,-0.319857103,0.495737401,-0.750712902,-0.651089779,-0.009021696,-0.529190136,-0.344567043,0.124776815,0.67545063,0.555886683,0.191034575,0
0.786576431,0.488118625,-0.91448623,-0.313283097,-0.292663123,-0.906975478,-0.527599229,-0.548916075,0.377610447,0.585602215,-0.947276901,-0.314406651,-0.462323938,-0.596887153,-0.003396361,0.727081313,-2.397920359,-0.51107208,-0.408640993,0
-0.988552112,1.014692477,-0.517206604,0.243826666,-0.188152732,0.898182433,-0.631279736,1.497744724,0.076865602,0.365537265,1.54894869,1.668417873,-0.006019176,-0.309166874,0.172433866,0.77780595,0.607552554,0.202928374,1.831525521,1
-0.211387856,-1.053369188,0.575934729,-0.911936146,1.104178148,0.070024296,-0.240941351,-1.138241023,-0.162305663,-0.832641116,1.980423752,0.997087165,-0.512975723,0.048423102,-0.552783605,0.080060076,1.951283451,-1.005390642,-0.053160124,1
-0.392546521,-0.754541004,0.697661261,0.067806714,-0.219664277,0.113579958,-0.048143888,-0.553302567,-0.293833498,0.618230081,0.472855438,-0.313047998,2.23030187,0.46556936,-0.0549634,0.694125703,-0.70559997,0.508311615,-1.428223559,0
-0.996737112,0.557536207,0.867919772,-0.890647289,-0.173982737,0.518869316,0.160113807,1.137407135,-0.394764036,-0.474909813,-0.241544101,-0.447960626,-0.267173733,0.425586637,-0.053795429,0.952963497,-0.225934247,0.308718769,-1.111622432,1
0.431561091,0.442169714,-0.537514498,0.424980625,-0.254432483,-0.88103185,-0.404453527,-0.828711784,2.215096949,0.002620875,-0.034994383,0.342350363,0.771620299,-0.068258957,-0.194720259,0.526119334,0.499782149,0.31520679,-0.617365402,1
0.040422761,-0.443349089,-0.628891467,1.358026389,-0.327421689,-1.566554063,-0.410073623,-1.003862056,3.644658416,-0.244712732,4.107373056,-0.411527641,-0.572466537,-1.038375481,-0.0520556,-0.025669697,-0.497839699,-0.157366324,-0.716758621,1
0.801391002,-0.488215993,0.589017614,0.35597359,0.427840785,1.859803319,1.203188149,1.655792139,0.195039296,1.240797995,-0.42341852,0.050939138,2.602350385,0.565862929,0.205034154,1.062727531,0.754336479,-0.175549291,-1.503741911,0
-0.075517401,2.437734699,1.17511433,-1.720144449,-0.41835182,-0.034599537,-0.824852049,0.300517927,-0.215471692,0.058780796,-1.056328751,-0.639644928,0.25780892,-0.514249957,-0.515668093,0.265747811,0.316656375,0.846540981,2.218364416,0
0.031949712,-0.564546955,1.029007719,-0.148029716,-0.410900095,-1.287052129,-0.842335441,-1.309427428,-0.13545795,1.390662069,-0.646230176,-0.324692979,1.702976371,-0.320943619,-0.159581718,0.547161143,0.458466477,0.321707407,-0.319333246,0
2.385117319,-0.200683937,0.253820168,0.429409789,0.994887991,-0.909466523,0.404577833,1.132047649,-0.481715432,-1.047632951,-0.427053019,-0.191198006,0.305131116,-0.110112395,0.09283469,0.548483485,0.435318082,1.162787449,0.277284247,0
-1.019022903,0.330248802,0.576393189,0.151398714,-0.150108765,0.242381382,4.34177593,0.468123794,0.06219648,-0.12774982,-0.300657644,-0.30425717,-0.444489323,-0.630934732,0.057088891,0.607498081,-0.848117423,0.820755124,-1.198688359,0
-0.847014586,-0.227627786,0.958181626,1.928105805,-0.125296085,-2.402282204,-0.848258019,-0.746705054,-0.092316548,0.323965018,-0.320882643,-0.169390865,2.026418394,2.662966268,-0.375375967,0.845238365,0.977080131,0.254801125,1.537995027,0
-0.318693692,0.284267318,0.79818229,-0.772043261,0.333379582,1.176415876,0.161474298,0.42090091,-0.148843881,-2.340031166,-0.825680197,-0.336061648,-0.21711463,-0.361132545,-0.515957677,0.431753812,0.352136544,0.180711408,-1.256088758,0
-0.578443162,-0.843103443,1.023435824,1.150549026,-0.115863519,1.572627052,-0.406291232,-0.964211853,-0.126578944,0.379982462,-0.102660038,0.034099298,-0.948808988,-0.275090005,-0.206296193,0.515699773,-0.991975768,0.187742861,-0.252392558,0
1.296769326,0.855781699,-0.753362119,1.260347232,-0.248283896,-0.414088032,1.816019804,-1.430928715,0.569176527,0.857719748,-0.982806182,0.393270398,-0.493197123,-1.228283505,6.595362788,0.831624873,-1.224605436,2.004181197,0.298084273,0
-0.750130239,-0.389691331,1.155200287,0.225812962,-0.264169102,-0.435384569,-0.706507762,-0.259366023,0.086841113,-0.688619892,-0.364307551,-0.164205176,-0.342794167,-0.697054542,0.129296733,0.548571919,-0.064174951,0.911990562,-0.580003828,0
-1.291631225,-1.449531454,0.897667209,-1.707159795,0.342527133,-0.702573163,1.175409758,0.999170988,2.238857601,-1.737043193,1.742978549,-0.37746757,-0.142675224,1.190327673,0.687074937,1.986995005,-1.095647781,0.770092933,2.423076548,1
-0.395878289,-0.565370674,-0.364810064,-0.051854239,-0.055924597,-1.270756248,1.854036144,-0.482729524,4.62001599,1.659967346,-0.19456012,-0.335079812,1.54839939,-0.739450619,-0.393447229,-0.143561643,-0.663522507,0.293701606,-0.574289397,0
-0.515623305,2.239216344,-0.472865973,-0.169501695,-0.102663932,-0.074215941,-0.718064303,-1.097181462,0.423064922,0.243481077,-0.308382178,1.147206243,2.169442996,-0.604965309,-0.172372993,0.110395689,0.322855511,0.322411093,-0.428674569,0
-0.057163316,-1.043360185,-1.250177167,0.478642768,-0.005121168,0.134185254,-0.113341182,0.465379209,0.098533966,1.523516412,-0.597636317,-0.320287367,-0.756441226,0.060904203,-0.250277599,0.717710178,0.835626314,-0.005075682,-1.230019475,1
-0.988055627,-0.286335095,-1.417775896,-0.467332733,0.288456035,1.481653195,-0.552147004,0.608514909,-0.121955132,-0.504923178,0.220967283,-0.421044507,-0.769397093,0.292626143,0.174624528,1.374546787,-0.503900662,-1.722153669,-1.674182673,0
-0.788967193,0.701600255,1.097552087,0.151024151,-0.239323388,-0.94383627,-0.533747401,0.239514791,-0.558664762,0.069711797,0.156967209,-0.250297161,-1.276473015,-0.651479121,-0.31458232,0.140021528,0.540966717,-0.002092718,0.377162184,0
2.264939389,0.384134127,0.758834297,-0.212267452,0.105991035,0.462717657,-0.043148976,-1.482229613,-0.617625435,1.151673499,4.889702807,-0.080123064,1.448412124,1.316616129,-0.4138603,0.10231052,0.863760188,0.140141081,1.430726617,1
0.128309116,-1.018091842,0.817688554,-0.403698312,-0.054984835,0.354248442,-0.847014864,-1.572427299,0.126658034,-0.524296083,-0.70430756,-0.521863129,-0.803018159,-0.524867181,0.629394003,0.998110754,0.047537338,1.900899715,0.04118233,1
-0.834643866,0.786477331,0.635433812,-0.028030002,0.836243326,0.013850493,-0.041367886,1.476076657,-0.53795443,-1.851740147,0.180653531,-0.285489639,2.763500373,-0.517824031,0.333354886,0.745915286,1.730377481,-2.042743423,-2.051573022,0
